id,name,default_code,categ_id:id,description,type,lst_price,cost_method,valuation,taxes_id:id,supplier_taxes_id:id,uom_id,uom_po_id,sale_ok,purchase_ok,active
sparepart_077010020200,077010020200,SPOKE ADJUSTER CUB,wtc_product.categ_sparepart_tl,07701-0020200,product,132000,average,real_time,l10n_id_honda.tax_output_vat,l10n_id_honda.tax_input_vat,Unit(s),Unit(s),TRUE,TRUE,TRUE
sparepart_077020020001,077020020001,"SPANNER, PIN TYPE",wtc_product.categ_sparepart_tl,07702-0020001,product,474000,average,real_time,l10n_id_honda.tax_output_vat,l10n_id_honda.tax_input_vat,Unit(s),Unit(s),TRUE,TRUE,TRUE
sparepart_077080030300,077080030300,TAPPET ADJUST WRENCH,wtc_product.categ_sparepart_tl,07708-0030300,product,35000,average,real_time,l10n_id_honda.tax_output_vat,l10n_id_honda.tax_input_vat,Unit(s),Unit(s),TRUE,TRUE,TRUE
sparepart_077090010001,077090010001,"WRENCH,TIMING CAP",wtc_product.categ_sparepart_tl,07709-0010001,product,378000,average,real_time,l10n_id_honda.tax_output_vat,l10n_id_honda.tax_input_vat,Unit(s),Unit(s),TRUE,TRUE,TRUE
sparepart_077160020500,077160020500,EXTENSION WITH BAR,wtc_product.categ_sparepart_tl,07716-0020500,product,189000,average,real_time,l10n_id_honda.tax_output_vat,l10n_id_honda.tax_input_vat,Unit(s),Unit(s),TRUE,TRUE,TRUE
sparepart_077240010100,077240010100,GEAR HOLDER SPORT,wtc_product.categ_sparepart_tl,07724-0010100,product,234000,average,real_time,l10n_id_honda.tax_output_vat,l10n_id_honda.tax_input_vat,Unit(s),Unit(s),TRUE,TRUE,TRUE
sparepart_077250030000,077250030000,UNIVERSAL HOLDER,wtc_product.categ_sparepart_tl,07725-0030000,product,383000,average,real_time,l10n_id_honda.tax_output_vat,l10n_id_honda.tax_input_vat,Unit(s),Unit(s),TRUE,TRUE,TRUE
sparepart_077250040001,077250040001,FLYWHEEL HOLDER,wtc_product.categ_sparepart_tl,07725-0040001,product,408000,average,real_time,l10n_id_honda.tax_output_vat,l10n_id_honda.tax_input_vat,Unit(s),Unit(s),TRUE,TRUE,TRUE
sparepart_077330010000,077330010000,"PULLER,FLYWHEEL",wtc_product.categ_sparepart_tl,07733-0010000,product,240000,average,real_time,l10n_id_honda.tax_output_vat,l10n_id_honda.tax_input_vat,Unit(s),Unit(s),TRUE,TRUE,TRUE
sparepart_077410010201,077410010201,"BEARING REMOVER, WEIGHT",wtc_product.categ_sparepart_tl,07741-0010201,product,450000,average,real_time,l10n_id_honda.tax_output_vat,l10n_id_honda.tax_input_vat,Unit(s),Unit(s),TRUE,TRUE,TRUE
sparepart_077460010100,077460010100,ATTACH 32 x 35 MM,wtc_product.categ_sparepart_tl,07746-0010100,product,86000,average,real_time,l10n_id_honda.tax_output_vat,l10n_id_honda.tax_input_vat,Unit(s),Unit(s),TRUE,TRUE,TRUE
sparepart_077460010200,077460010200,"DRIVER,OU.37X40MM",wtc_product.categ_sparepart_tl,07746-0010200,product,101000,average,real_time,l10n_id_honda.tax_output_vat,l10n_id_honda.tax_input_vat,Unit(s),Unit(s),TRUE,TRUE,TRUE
sparepart_077460010700,077460010700,OUTER DRIVER,wtc_product.categ_sparepart_tl,07746-0010700,product,79000,average,real_time,l10n_id_honda.tax_output_vat,l10n_id_honda.tax_input_vat,Unit(s),Unit(s),TRUE,TRUE,TRUE
sparepart_077460040100,077460040100,PILOT 10MM,wtc_product.categ_sparepart_tl,07746-0040100,product,36000,average,real_time,l10n_id_honda.tax_output_vat,l10n_id_honda.tax_input_vat,Unit(s),Unit(s),TRUE,TRUE,TRUE
sparepart_077460040800,077460040800,PILOT DRIVER 35 MM,wtc_product.categ_sparepart_tl,07746-0040800,product,75000,average,real_time,l10n_id_honda.tax_output_vat,l10n_id_honda.tax_input_vat,Unit(s),Unit(s),TRUE,TRUE,TRUE
sparepart_077460041100,077460041100,"PILOT,DRIVER,28MM",wtc_product.categ_sparepart_tl,07746-0041100,product,96000,average,real_time,l10n_id_honda.tax_output_vat,l10n_id_honda.tax_input_vat,Unit(s),Unit(s),TRUE,TRUE,TRUE
sparepart_077480010001,077480010001,"REMOVER,OIL SEAL",wtc_product.categ_sparepart_tl,07748-0010001,product,428000,average,real_time,l10n_id_honda.tax_output_vat,l10n_id_honda.tax_input_vat,Unit(s),Unit(s),TRUE,TRUE,TRUE
sparepart_077570010000,077570010000,VALVE SRING COMPRESSOR,wtc_product.categ_sparepart_tl,07757-0010000,product,672000,average,real_time,l10n_id_honda.tax_output_vat,l10n_id_honda.tax_input_vat,Unit(s),Unit(s),TRUE,TRUE,TRUE
sparepart_079163710101,079163710101,"SOCKET,STR.STEM",wtc_product.categ_sparepart_tl,07916-3710101,product,428000,average,real_time,l10n_id_honda.tax_output_vat,l10n_id_honda.tax_input_vat,Unit(s),Unit(s),TRUE,TRUE,TRUE
sparepart_079363710100,079363710100,"HANDLE,REMOVER",wtc_product.categ_sparepart_tl,07936-3710100,product,79000,average,real_time,l10n_id_honda.tax_output_vat,l10n_id_honda.tax_input_vat,Unit(s),Unit(s),TRUE,TRUE,TRUE
sparepart_079363710300,079363710300,"REMOVER,BEARING",wtc_product.categ_sparepart_tl,07936-3710300,product,320892,average,real_time,l10n_id_honda.tax_output_vat,l10n_id_honda.tax_input_vat,Unit(s),Unit(s),TRUE,TRUE,TRUE
